rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
1,T-Series @UCq-Fj5jknLsUf-MWSy4_brA,234000000.0,,بھارت,,70200000.0,youtube,czechia,False,2024,,,
2,Cocomelon - Nursery Rhymes @UCbCmjCuTUZos6Inko4u57UQ,144000000.0,,ریاستہائے متحدہ,,43200000.0,youtube,czechia,False,2024,,,
3,SET India @UCpEhnqL0y41EpW2TvWAHD7Q,139000000.0,,بھارت,,41700000.0,youtube,czechia,False,2024,,,
4,PewDiePie @UC-lHJZR3Gqxm24_Vd_AJ5Yw,111000000.0,0.1,ریاستہائے متحدہ,,33299999.999999996,youtube,czechia,False,2024,,,
5,MrBeast @UCX6OQ3DkcsbYNE6H8uQQuVA,100000000.0,2.4,ریاستہائے متحدہ,مشہور شخصیت پالتو جانوروں,30000000.0,youtube,czechia,False,2024,Entertainment,MAPPED,Celebrity Pets
6,Like Nastya @UCJplp5SjeGSdVdwsfb9Q7lQ,97300000.0,,ریاستہائے متحدہ,,29200000.0,youtube,czechia,False,2024,,,
7,✿ Kids Diana Show @UCk8GzjMOrta8yxDcKfylJYw,94200000.0,,,,28300000.0,youtube,czechia,False,2024,,,
8,Zee Music Company @UCFFbwnve3yF62-tVXkTyHqg,91400000.0,,بھارت,,27400000.0,youtube,czechia,False,2024,,,
9,WWE @UCJ5v_MCY6GNUBTO8-D3XoAg,91200000.0,,,,27400000.0,youtube,czechia,False,2024,,,
10,Vlad and Niki @UCvlE5gTbOvjiolFlEm-c_Ow,84300000.0,,ریاستہائے متحدہ,مارکیٹنگ اور اشتہار موسیقی,25300000.0,youtube,czechia,False,2024,Knowledge&Info,MAPPED,Marketing and advertising music
11,BLACKPINK @UCOmHUn--16B90oW2L6FRR3A,82000000.0,0.4,جنوبی کوریا,,24600000.0,youtube,czechia,False,2024,,,
12,Goldmines @UCyoXW-Dse7fURq30EWl_CUA,72000000.0,,بھارت,,21600000.0,youtube,czechia,False,2024,,,
13,Justin Bieber @UCIwFjwMjI0y7PDBVEO9-bkQ,69700000.0,,کینیڈا,,20900000.0,youtube,czechia,False,2024,,,
14,Sony SAB @UC6-F5tO8uklgE9Zy8IvbdFw,69200000.0,,بھارت,,20800000.0,youtube,czechia,False,2024,,,
15,BANGTANTV @UCLkAepWjdylmXSltofFvsYQ,68600000.0,0.5,,,20600000.0,youtube,czechia,False,2024,,,
16,HYBE LABELS @UC3IZKseVpdzPSBaWxBxundA,68100000.0,,جنوبی کوریا,مشہور شخصیت موسیقی,20400000.0,youtube,czechia,False,2024,UNMAPPED,UNMAPPED,مشہور شخصیت موسیقی
17,Canal KondZilla @UCffDXn7ycAzwL2LDlbyWOTw,66300000.0,,برازیل,,19900000.0,youtube,czechia,False,2024,,,
18,Zee TV @UCppHT7SZKKvar4Oc9J4oljQ,64000000.0,,بھارت,,19200000.0,youtube,czechia,False,2024,,,
19,Shemaroo Filmi Gaane @UCP6uH_XlsxrXwZQ4DlqbqPg,61100000.0,,بھارت,,18300000.0,youtube,czechia,False,2024,,,
20,Colors TV @UC55IWqFLDH1Xp7iu1_xknRA,59200000.0,,بھارت,,17800000.0,youtube,czechia,False,2024,,,
21,ChuChu TV Nursery Rhymes & Kids Songs @UCBnZ16ahKA2DZ_T5W0FPUXg,58700000.0,,بھارت,,17600000.0,youtube,czechia,False,2024,,,
22,Dude Perfect @UCRijo3ddMTht_IHyNSNXpNQ,58600000.0,,ریاستہائے متحدہ,,17600000.0,youtube,czechia,False,2024,,,
23,Movieclips @UC3gNmTGu-TTbFPpfSs5kNkg,58500000.0,,ریاستہائے متحدہ,,17600000.0,youtube,czechia,False,2024,,,
24,Pinkfong Baby Shark - Kids' Songs & Stories @UCcdwLMPsaU2ezNSJU1nFoBQ,56900000.0,,,,17100000.0,youtube,czechia,False,2024,,,
25,Tips Official @UCJrDMFOdv1I2k8n9oK_V21w,56500000.0,,بھارت,,17000000.0,youtube,czechia,False,2024,,,
26,Marshmello @UCEdvpU2pFRCVqU6yIPyTpMQ,55800000.0,,ریاستہائے متحدہ,,16700000.0,youtube,czechia,False,2024,,,
27,Wave Music @bhojpuriwave,55600000.0,,بھارت,,16700000.0,youtube,czechia,False,2024,,,
28,Sony Music India @UC56gTxNs4f9xZ7Pa2i5xNzg,55300000.0,,بھارت,,16600000.000000002,youtube,czechia,False,2024,,,
