rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,topic_of_influence_en
1,Nattid® @nattid,2300000.0,,Sverige,Underhållning och musik,690000.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
2,olivernordin @olivernordin1,2200000.0,,Sverige,,660000.0,tiktok,sweden,False,2024,,,
3,INGRID AND RECE 💘 @ingridandrece0,2100000.0,0.2,Sverige,,630000.0,tiktok,sweden,False,2024,,,
4,Alma Persson @almaperssons,1200000.0,,Sverige,Mode och accessoarer,360000.0,tiktok,sweden,False,2024,Beauty&Fashion,MAPPED,Fashion and accessories
5,Kim Diaz Holm @denungeherrholm,1000000.0,,Sverige,Underhållning och musik,300000.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
6,Zara Larsson @zaralarsson,992400.0,0.1,Sverige,,297700.0,tiktok,sweden,False,2024,,,
7,shaymaa Gahdhbah - أشكي ناز @ms_ashki,975000.0,,Sverige,,292500.0,tiktok,sweden,False,2024,,,
8,Netflix Sverige @netflixsverige,914800.0,,Sverige,,274400.0,tiktok,sweden,False,2024,,,
9,Matt Mitchell @mattmitchell4,815500.0,,Sverige,,244700.0,tiktok,sweden,False,2024,,,
10,Marysia @marysiasiczek,805800.0,0.1,Sverige,,241700.0,tiktok,sweden,False,2024,,,
11,Iris Rados @irisrados,800300.0,,Sverige,,240100.0,tiktok,sweden,False,2024,,,
12,Koenigsegg @koenigsegg,799200.0,0.4,Sverige,,239800.0,tiktok,sweden,False,2024,,,
13,Bella Lupascu® @bellalupascu,789700.0,,Sverige,Skönhet och personlig vård,236900.0,tiktok,sweden,False,2024,Beauty&Fashion,MAPPED,Beauty and personal care
14,sweLogan @swelogan,788400.0,,Sverige,,236500.0,tiktok,sweden,False,2024,,,
15,Patrik Widell @patrikwidell,750200.0,,Sverige,,225100.0,tiktok,sweden,False,2024,,,
16,Ludde Blomqvist @ohwoah__,735600.0,0.1,Sverige,Underhållning och musik,220700.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
17,Joy center sweden @joycenter2008,652100.0,,Sverige,Skönhet och personlig vård,195600.0,tiktok,sweden,False,2024,Beauty&Fashion,MAPPED,Beauty and personal care
18,🀄🧡 @ayloul_khanou_officiel,648000.0,,Sverige,Romantik och bröllop,194400.0,tiktok,sweden,False,2024,Lifestyle,MAPPED,Romance and weddings
19,Alesso @alesso,634900.0,,Sverige,Underhållning och musik,190500.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
20,DeBilalo @debilalo,605600.0,0.1,Sverige,Roligt,181700.0,tiktok,sweden,False,2024,Entertainment,MAPPED,Funny
21,LION ليون @lion_pm,594500.0,,Sverige,Datorspel,178400.0,tiktok,sweden,False,2024,Tech&Gaming,MAPPED,Computer games
22,Red Bull Sweden @redbullsweden,559000.0,,Sverige,,167700.0,tiktok,sweden,False,2024,,,
23,⭐️Linnea&Viola⭐️ @linneaandviola,557500.0,,Sverige,Underhållning och musik,167300.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
24,coral.500k @coral.500k,522500.0,,Sverige,Djur Datorspel,156800.0,tiktok,sweden,False,2024,Tech&Gaming,MAPPED,Animals Computer Games
25,Amandaedin @amandaedins,516900.0,,Sverige,Underhållning och musik,155100.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
26,GoatSimulator @goatsimulatorgame,513700.00000000006,0.2,Sverige,,154100.0,tiktok,sweden,False,2024,,,
27,Ashraf Ali @ashraf_swe,480000.0,0.1,Sverige,,144000.0,tiktok,sweden,False,2024,,,
28,Waleescamelo @waleescamelo,475100.0,,Sverige,Mode och accessoarer Fitness och hälsa,142500.0,tiktok,sweden,False,2024,Sports,MAPPED,Fashion and accessories Fitness and health
29,Du får tur om du följer @cobrakai_boy_,474400.0,,Sverige,,142300.0,tiktok,sweden,False,2024,,,
30,Ballonger Västerås @ballonger_vasteras,471600.0,,Sverige,Konst och hantverk Hem och trädgård,141500.0,tiktok,sweden,False,2024,Lifestyle,MAPPED,Arts and Crafts Home and Garden
31,Emilhenrohn @emilhenrohn,460100.0,0.2,Sverige,Underhållning och musik,138000.0,tiktok,sweden,False,2024,Music,MAPPED,Entertainment and music
