rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
12,SAS-ASMR,9400000,,Canada,,2800000,,@UCp4LfMtDfoa29kTlLnqQ5Mg
13,WatchMojo Español,8000000,,Canada,,2400000,,@UClgevvAYKcfuthTWppKT0IQ
14,MostAmazingTop10,7700000,,Canada,,2300000,,@UCBINYCmwE29fBXCpUI8DgTA
15,Simply Nailogical,7500000,,Canada,,2300000,,@UCGCVyTWogzQ4D170BLy2Arw
16,Domics,7400000,0.6,Canada,,2200000,,@UCn1XB-jvmd9fXMzhiA6IR0w
17,Gloom,7400000,,Canada,,2200000,,@UC6IijBsVf2PlWo_uq6P9wQw
18,MadFit,7200000,,Canada,,2200000,,@UCpQ34afVgk8cRQBjSJ1xuJQ
19,Shroud,6800000,0.1,Canada,Video Gaming,2000000,Tech/Gaming,@UCoz3Kpu5lv-ALhR4h9bDvcw
20,Chris Ramsay,6700000,,Canada,,2000000,,@UCrPUg54jUy1T_wII9jgdRbg
21,Pokimane,6700000,,Canada,,2000000,,@UChXKjLEzAB1K7EZQey7Fm1Q
22,Nick Eh 30,6600000,0.5,Canada,,2000000,,@UCt9nYeSz90lnOnaVFjxFJzw
23,Ayo & Teo,6400000,,Canada,,1900000,,@UCB_Mdi3acqKLRR8zKFkqKoA
24,CelineDion,6300000,,Canada,,1900000,,@UC_yGU4qz9zAjEWLQxCg9NZQ
25,Kallmekris,6200000,3.6,Canada,,1900000,,@UCiciOsypkXcqSFqSPd-NRVA
26,Matthew Santoro,6200000,0.2,Canada,,1900000,,@UCXhSCMRRPyxSoyLSPFxK7VA
27,funnyplox,6200000,,Canada,Pets,1800000,Lifestyle,@UCVUdHi-tdW5AKdzMiTPG97Q
28,Jester,6100000,,Canada,,1800000,,@UCKIL4dMp2qbWElEEZHK-aug
29,Chills,6100000,,Canada,Celebrity,1800000,Entertainment,@UCN64HIrZNqFQYZ2BuyY-4zg
30,Rehaan Records,6000000,1.1,Canada,,1800000,,@UCm9SZAl03Rev9sFwloCdz1g
31,GamerGirl,6000000,0.2,Canada,,1800000,,@UCije75lmV_7fVP7m4dJ7ZoQ
32,Peter McKinnon,5800000,0.2,Canada,Photography Food and Drink,1700000,Music,@UC3DkFux8Iv-aYnTRWzwaiBA
33,GunVsGun,5700000,0.1,Canada,,1700000,,@UCFFUY0PCOH3CieBjbZd5suw
34,Bajan Canadian,5700000,,Canada,,1700000,,@UCuj1Ms9_LCsQPSJ4p8nvOVA
35,BENOFTHEWEEK,5700000,,Canada,,1700000,,@UC_UnVDztkvE1hw064XFTNSQ
36,JustDustin,5500000,0.4,Canada,,1600000,,@UCau_n8AK1uk3Ys5bEnRAoqg
37,ElectroBOOM,5200000,1.1,Canada,,1600000,,@UCJ0-OtVpF0wOKEqT2Z1HEtA
38,ExplodingTNT,5100000,0.4,Canada,,1500000,,@UC2nZMhZ2qG5-xpqb440WLYg
39,Furious Pete,5100000,,Canada,,1500000,,@UCspJ-h5Mw9_zeEhJDzMpkkA
40,JoBlo Movie Clips,5000000,,Canada,,1500000,,@UC6LDwTYRfjQwkakw5R95OyA
41,MDMotivator,4800000,,Canada,,1400000,,@UCV60-YzrBdQBKHxvgeu9sIw
42,Jeremy Ethier,4700000,,Canada,,1400000,,@UCERm5yFZ1SptUEU4wZ2vJvw
43,MsMojo,4700000,,Canada,,1400000,,@UC3rLoj87ctEHCcS7BuvIzkQ
44,ENGLISH with James · engVid,4600000,,Canada,,1400000,,@UCwA7Aepp7nRUJNa8roQ-6Bw
45,NileRed,4600000,7.6,Canada,,1400000,,@UCFhXFikryT4aFcLkLw2LBLA
46,AntsCanada,4500000,0.3,Canada,,1400000,,@UCONd1SNf3_QqjzjCVsURNuA
47,Super Simple ABCs,4500000,0.1,Canada,,1300000,,@UCp5Nhw2YMCMUemXC1oWTkkA
48,MY BOLLYWOOD BODY,4400000,,Canada,,1300000,,@UCU3juAek2IQClkV7eUw-a2w
49,RonaldOMG,4400000,,Canada,,1300000,,@UCfjLwqL4XSPUDT7hVnViCmw
50,How To Cake It,4300000,,Canada,,1300000,,@UCvM1hVcRJmVWDtATYarC0KA
51,Walk off the Earth,4300000,,Canada,,1300000,,@UC9PEibgWOqZ-1I1JdxRmr6g
52,Stromedy,4300000,0.3,Canada,Celebrity Travel,1300000,Lifestyle,@UCZhUolzN9vMdkjWrnT9DQ2A
53,Dan Lok,4200000,,Canada,,1300000,,@UCs_6DXZROU29pLvgQdCx4Ww
54,Kurtis Conner,4200000,4.1,Canada,,1200000,,@UC7zsxKqd5MicTf4VhS9Y74g
55,Tate McRae,4100000,,Canada,,1200000,,@UCQh6LB206jF3JxpCDD-fp5Q
56,English with Emma · engVid,4100000,0.1,Canada,,1200000,,@UCVBErcpqaokOf4fI5j73K_w
57,Two Super Sisters 2,4000000,,Canada,,1200000,,@UCjah4obLivaa4UZ96hhJNMw
58,Cartooning Club How to Draw,3900000,,Canada,Pets,1200000,Lifestyle,@UC-biucJWhM8HwjsQ96uoIUw
59,SickickMusic,3900000,,Canada,,1200000,,@UCvnwcyWyrzPjEH46LVjx24Q
60,MAGIC!,3900000,,Canada,,1200000,,@UCZ2KbFug6U6DO02xIIu2JAA
61,English Speeches,3800000,,Canada,,1200000,,@UCLyr-hfWVCKHcZjV5fg3jbw
62,Top15s,3800000,,Canada,,1100000,,@UClW44KG_EKETupl-3BlnLSQ
63,Motivation2Study,3800000,,Canada,,1100000,,@UC8PICQUP0a_HsrA9S4IIgWw
64,Little World - Kids Songs & Nursery Rhymes,3800000,,Canada,,1100000,,@UCFBO5h2l4Py0hXtSzETH7mw
65,Casually Explained,3800000,5.4,Canada,,1100000,,@UCr3cBLTYmIK9kY0F_OdFWFQ
66,Ali Gatie,3800000,0.3,Canada,,1100000,,@UCsU2Dg39gd4_N9a7icS3b3A
67,Twi Shorts,3800000,1.4,Canada,,1100000,,@UCGa9YJJiR-Jec5y10GQxEPg
68,Anna McNulty,3700000,,Canada,,1100000,,@UCPIavfNa4DTfHXDBaFOHuKA
69,Disguised Toast,3700000,1.0,Canada,,1100000,,@UCUT8RoNBTJvwW1iErP6-b-A
70,BeforeTheyWereFamous,3600000,,Canada,,1100000,,@UCplwPnjH1AAB1He_7rMkHgQ
71,AldosWorld TV,3600000,,Canada,,1100000,,@UCDBQ-7zPSmk5rdzxEYIndrg
72,RCSparks Studio,3600000,,Canada,,1100000,,@UCxcjVHL-2o3D6Q9esu05a1Q
73,DavidParody,3600000,,Canada,,1100000,,@UCSOiCD_QJnfDU-jlBDaPxfQ
74,UnusualVideos,3600000,2.7,Canada,,1100000,,@UCpnkp_D4FLPCiXOmDhoAeYA
75,Phone Repair Guru,3500000,,Canada,,1100000,,@UCCOrp7GPgZA8EGrbOcIAsyQ
76,Ricky Berwick,3500000,,Canada,,1100000,,@UCnBhY8jMEZzSSuFPz6JSAxQ
77,cutepolish,3400000,,Canada,Art,1000000,Entertainment,@UCT8z80a4ESgO2Y4qajk-iXw
78,Sally FunTube,3400000,,Canada,,1000000,,@UCy-oaFhNZ41yHVxqrSSI3hQ
79,Motivation Madness,3300000,,Canada,,1000000,,@UCHbq_l1qnuomfJCYQTsWf_Q
80,Star Wars Theory,3300000,,Canada,,993000,,@UC8CbFnDTYkiVweaz8y9wd_Q
81,Joe Porter,3300000,0.2,Canada,,987000,,@joeporterpercussion
82,SomeOrdinaryGamers,3300000,0.7,Canada,,984000,,@UCtMVHI3AJD4Qk4hcbZnI9ZQ
83,Shahveer Jafry,3300000,2.9,Canada,,975000,,@UChIrj5Qb5V-TZIRrk0Df-Uw
84,Global News,3200000,0.3,Canada,,972000,,@UChLtXXpo4Ge1ReTEboVvTDg
85,Jeff Nippard,3200000,1.2,Canada,Art Fitness,969000,Lifestyle,@UC68TLK0mAEzUyHx5x5k-S1Q
86,Steve Terreberry,3200000,,Canada,,966000,,@UCl16xaNY2arX3OzZBvTlsPQ
87,FaZe Pamaj,3200000,,Canada,,963000,,@UCPtLtJEoVSzd-zMlZaluxEA
88,Troydan,3100000,0.6,Canada,,939000,,@UCSEQjmaQ-N3lcPzyvBcFWfg
89,Graser,3100000,,Canada,,924000,,@UC24-XPATP4CeviFJ8SLiF8A
90,Step News Agency,3100000,,Canada,,921000,,@UCFXyHQjlNrdVYKywetpIj-A
91,SpyCakes,3000000,,Canada,,912000,,@UC1rsLSbsz0Y2blrWDZ_-8Qw
92,Adam’s English Lessons · engVid,3000000,0.1,Canada,,909000,,@UC_0NfufarVw04vDfWFm8z_Q
93,Gold Coast Music,3000000,,Canada,Music,906000,Music,@UC0aXGG4J16PmxgZo10Nzk6A
94,Jessii Vee,3000000,0.2,Canada,,885000,,@UCghooJjCGtg2Kw2PSB9B0NA
95,Kings and Generals,3000000,,Canada,,885000,,@UCMmaBzfCCwZ2KqaBJjkj0fw
96,YouAlwaysWin,2900000,,Canada,,882000,,@UCj4I9NfO3xIvl-Ym2Qzib1Q
97,TheSmithPlays,2900000,,Canada,,879000,,@UCr6n2gOy_WwuXFm-YjC28GQ
98,Super Simple Español - Canciones Infantiles Y Más,2900000,,Canada,,867000,,@UCyY3Wd5x85o8AKXjYSoxFAQ
99,Orange Juice Gaming,2800000,0.2,Canada,Video Gaming,843000,Tech/Gaming,@UC3S6nIDGJ5OtpC-mbvFA8Ew
100,ItsYeBoi,2800000,0.1,Canada,,840000,,@UCF2PQrk3QVky8eFexifcjDA
1,JuegaGerman,46400000,0.4,Chile,,13900000,,@UCYiGq8XF7YQD00x7wAd62Zg
2,tomiii 11,10300000,,Chile,,3100000,,@UCzFJ9ZkjYpxWTSqX9cVXj4g
3,MEGA Oficial,8700000,,Chile,,2600000,,@UCEpId-jtRABuZyX6D2z6FZQ
4,atiempopreescolar,7200000,,Chile,,2200000,,@UCRYASwREzEOEptJLi4AY6tw
5,Mon Laferte,5300000,0.4,Chile,,1600000,,@UCn51E6eKnnLklWOcdFT3w5A
6,NachitoJuegaJuegos,4700000,,Chile,,1400000,,@UCP0-uhdYAdRszpigCXYbh4Q
7,Canal 13,4500000,,Chile,,1300000,,@UCd4D3LfXC_9MY2zSv_3gMgw
8,Marcelo Alcázar,4500000,,Chile,,1300000,,@UCS_zx-bfZCt2DQeX4ePACNw
9,MalovaElena,3400000,,Chile,,1000000,,@UCb-ODDTys9PeeSyreyh___w
10,Doble Cero,2800000,0.6,Chile,,849000,,@UCFrhNDuIwI46cxoiWmvuJBQ
11,Memounstro,2500000,,Chile,,753000,,@UCrpCixC_P_ev_OkqO2RN41w
12,Dylantero Sin Imaginación,2400000,,Chile,,726000,,@UCK1W7jhV8g0JuAJbaZYyehA
13,Kevin&Karla,2300000,0.1,Chile,,690000,,@UCVOzuq0ougZtYwN5fBLsvng
14,ZetaSSJ,2200000,0.8,Chile,,669000,,@UCryfIJvD8WbLNuaCTE3dblQ
15,Mr. Phillip,2200000,,Chile,,660000,,@UCXtJs6rXKTQe5JhOslTeJTA
16,MiPerroChocolo,2100000,1.0,Chile,,621000,,@UCsF2xJz1ciaZlxHGk-PSSvg
17,Paloma Mami,2100000,2.2,Chile,,618000,,@UC8g9gvSOKzrTDP9XPB8Mblg
18,Max Valenzuela,2000000,6.1,Chile,,600000,,@UCLu3yPeMg1s-JsiA8HqDdQQ
19,Prende Otro Phillie Tv,2000000,5.5,Chile,,594000,,@UCxq1CamycOj4QmBcQ2HG5_A
20,GODLEVEL FEST,1900000,0.1,Chile,,582000,,@UCSH8f4jzAt1Y3F_LeaXSuPg
21,DogmasFour,1800000,,Chile,,528000,,@UCECoud3YaQ5s7xefBDWX8CQ
22,Cuenta la Leyenda,1700000,4.7,Chile,,522000,,@UCVuUTBi6m_dwhwKjLde4hvw
23,31 minutos,1700000,0.2,Chile,,510000,,@31minutostv
24,Camila Cuevas,1700000,0.4,Chile,,495000,,@UCzFUs-fmDxTSIoaWYeFFyOA
25,SilvanaCocina,1600000,0.2,Chile,,492000,,@UC0-MbuB6WmwQ6HZSDBPaiPA
26,Doblao,1600000,,Chile,,480000,,@UCxiUjc4Uiyllhs-rRDb6mXA
27,Alvaro Barrientos Montero,1500000,0.2,Chile,,453000,,@UCUCzRxvntFYTQigcty8Bbbw
28,Nico Borie,1500000,0.3,Chile,Celebrity Music,444000,Music,@nicoborie
29,ZeeMods,1400000,,Chile,,426000,,@UCi-__gVLxwf0D0BbJl8xxCw
30,piyoasdf,1400000,,Chile,,414000,,@UCio6puHxw24f5TrkV8sdMsA
31,Meganoticias,1400000,,Chile,,405000,,@UCkccyEbqhhM3uKOI6Shm-4Q
32,TwistedGrim,1300000,,Chile,,393000,,@UCJNpM63pyQtKW07zBJ9eRBA
33,Bastián Cortés,1300000,,Chile,,375000,,@UCZL37kHs_YgF6aDGBtf8ltQ
34,Teleseries y series TVN,1200000,,Chile,,360000,,@UCJwtKyJIfr31zI077EnQTXg
35,El Ratón Curioso,1200000,,Chile,,351000,,@UCRuL9HOJi3ZAi-5WrjWdvhg
36,AradirOff,1100000,,Chile,,342000,,@UCXx4Ofs2mm0gmFZtvRG9a0Q
37,Lenay Music,1100000,,Chile,,339000,,@UC3rr5aNvx8cVaQZuUsvs1Tg
38,Vivete La Music,1100000,12.5,Chile,Music,330000,Music,@UCMBZ10vf6EOi27_8AkB79JQ
39,N Deluxe,1100000,,Chile,,327000,,@UC_wFWDmzM904IOJBpy0V_JQ
40,Hetto,1100000,0.5,Chile,,324000,,@UC5bsyQW_9GfWa1d5Ed_gJNQ
41,Cris MJ,1100000,62.1,Chile,,318000,,@UCM8hyXFpzWW-rs3b-DQbF9w
42,Típico Shileno,1000000,1.0,Chile,,303000,,@UCd3rHfp37ZKZaHaeGXGxvcg
43,Recetas del Sur,1000000,1.0,Chile,,300000,,@UCFSm4js2tSoH7ZpOcl2yktQ
44,WardingYT,979000,,Chile,,293700,,@UCGy7XEIH9pmVvkqV9rYER7Q
45,Pablo Chill-E,965000,5.0,Chile,,289500,,@UC3_DCqWaHTpFcA8q9aStZsA
46,DEM Battles,962000,,Chile,,288600,,@UCvXmT2bjGcUvoAEuDYUcwJQ
47,Lord Frek,953000,,Chile,,285900,,@UCHg1IwLD4ojuBejmEAnZsZg
48,Joapictex,929000,0.2,Chile,,278700,,@UCo-DPU2OK3SXFOqiayIb2_A
49,DrefQuila,928000,,Chile,,278400,,@UCCJ0kCaWlCtL6fSaPDr2-_A
50,DylanteroLive,925000,0.8,Chile,,277500,,@UCCDdz3cBU7ImOCIbcZTZBKw
51,P A I L I T A -,903000,,Chile,,270900,,@UCoF0GMwxc5Lg0s08LNgwiQg
52,Fabio Torres - Newfag,889000,1.5,Chile,,266700,,@UCfbl5r4PIlAVo9bPMKru7Mg
53,Claudio Lopez Utreras,888000,0.1,Chile,,266400,,@UCJcXFFUw7wVPFJ8hwzJyIZQ
54,AK4:20,854000,11.5,Chile,,256200,,@UCMVmOr3V2PVwf7-LNQax8Cw
55,Karcocha Street Art,847000,0.5,Chile,,254100,,@UCRCGdzlwbHs3a1ShgUwRr7Q
56,LaJunta,845000,4.4,Chile,,253500,,@UC-xhuDuh7d41nccK2b9xx1A
57,David Montoya,837000,0.1,Chile,,251100,,@UCiFIe01TK1RuHSRf4HL23ZA
58,Polimá Westcoast,822000,,Chile,,246600,,@UC3I-O6cct7Ipesr2-mON-DA
59,HyakuRai Shōnen,813000,0.6,Chile,,243900,,@UCZKkwx9GW5lYoXW-Q9RBI7g
60,Marcianeke,787000,,Chile,,236100,,@UC34DaENTpI4kuq7FZrfEOGA
61,Fabito Fabitoh,775000,1.6,Chile,,232500,,@UC-IXCgdkD22wdLAMkZKmHlg
62,serv1ce,768000,,Chile,,230400,,@UCFMOW7zjCVT7k3va5bHSYqg
63,Mtb Enduro Chile,757000,,Chile,,227100,,@UCFDTPtTGOtRKiIp4mfxP6kg
64,BAYRON FIRE,756000,,Chile,,226800,,@UCeu77soaR2Ecp5OzTWB6xyA
65,Fredy Toys,735000,,Chile,,220500,,@UCFuRG_4YYKYgUkw-x4iCezA
66,ElVallo,719000,0.5,Chile,,215700,,@UC96jT_O9YJMLLb-4qRknLvw
67,Pilar Sordo Oficial,695000,,Chile,,208500,,@UCUA4lTfbAAyEIf0CpW4isCw
68,DeniseRosenthal,691000,,Chile,,207300,,@UCq2U9tzQ1-GScTbR5SvqBCw
69,CompotaHyperLOL,677000,1.1,Chile,,203100,,@UCZOBgWVv1Scf_1s5g8gkjQQ
70,BDM TV,674000,,Chile,,202200,,@UCMRTpxjErlpBKs5oJPMHH7g
71,Carpintero Del Desierto,674000,0.1,Chile,,202200,,@UC23OMNvG6_5hiPBasJuElpw
72,Cristobal Gonzalez,673000,,Chile,,201900,,@UC7sBdpMqJ2p5Q-ufzDl0gWA
73,HolaSoyMamiNena,658000,0.4,Chile,,197400,,@UCK35JqsLd7Ehg7q2eVsCA8g
74,Planos de casas,655000,,Chile,,196500,,@UCADT3ydByHRahuBc_VpAIfg
75,Sofia Vera,651000,0.4,Chile,,195300,,@UCTA6Iax_20kansQuJKdF4xA
76,Йога chilelavida Елена Малова,616000,0.7,Chile,,184800,,@UC5A8ElbxeHIJgLwf1k8wb5Q
77,Maite y Nico,610000,0.1,Chile,,183000,,@UCSuSsMy7p_AC-jWjd1YI4EQ
78,Doc Files,609000,,Chile,,182700,,@UC86h5W5n1wTTrkY6Y2-rLOA
79,Eladio Aguilera,597000,,Chile,,179100,,@UCOpSYS-2EGUIsAfYFEDYOIw
80,JuanPedroTV,591000,,Chile,,177300,,@UCcAbKY5tMntgTULwB9e-XbQ
81,Barquito de Vapor,589000,0.1,Chile,,176700,,@UCcKIUmiTNGeNgyDOxF76idg
82,Alrato,584000,1.4,Chile,,175200,,@UC_iPFGOTJP6ohFMNJrq3pkw
83,LoremaryluGT,580000,0.2,Chile,,174000,,@UCCghLN5D_ztxvny_U8pgI3g
84,CristianGhost,576000,9.6,Chile,,172800,,@UC53vjnMSk170eMEWhqlc9Rg
85,Movimiento Original,572000,,Chile,,171600,,@UC-N0vU7PhYS2_nhFlPlP87w
86,Myriam Hernández,529000,0.9,Chile,,158700,,@UCgXqsZPKtOGrWuXtQQhdDuQ
87,Santaferia,527000,,Chile,,158100,,@UC6_C1-Ey9EqOIXG7zDs_LHg
88,Harry Nach,522000,4.8,Chile,,156600,,@UC1j_reapROqNWnCYYPrGsdA
89,Canal del crimen,516000,,Chile,,154800,,@UCABYAalGGqaR-el7v3ctYeQ
90,Deepvoid,514000,5.3,Chile,,154200,,@UC2LK2H7exqSJd9yvi4o_Khw
91,Donmaui,509000,0.4,Chile,,152700,,@UCsfcfZEZULQ9rQINhhNpAPw
92,Miguel PortaxD,504000,,Chile,,151200,,@UCq7Sqi73BHyhftP4xcqvhwQ
93,Cindy518c_offical,503000,,Chile,,150900,,@UCOdr6UXB0K6wvrECDJhSWcQ
94,Historias de Texto,499000,,Chile,,149700,,@UCqBidDuxFp4GKvU1FFJHYhA
95,Rodi Garrido,497000,0.1,Chile,,149100,,@UCtn-h_9tYV9xX5hIP5dTdSA
96,CNTV Infantil,497000,,Chile,,149100,,@UCau4-kG-esaX6dc3X1g44vg
97,Alfred.Okay,487000,2.4,Chile,,146100,,@UC8B5R4abqHnfDd6lGJO2clw
98,DimeNacho,487000,1.2,Chile,,146100,,@UCoEgjJQWf_6_jPIsPNGSkLA
99,Thechilean2.0 lml.,483000,0.7,Chile,,144900,,@UCDu9fy_EGp8S8gay1uPTD3Q
100,Pollo Castillo,478000,,Chile,,143400,,@UCc9LGtXkDLNP7Yqut2Ufsdg
1,J Balvin,33600000,,Colombia,,10100000,,@UCt-k6JwNWHMXDBGm9IYHdsg
2,KAROL G,27300000,0.1,Colombia,,8200000,,@UCZuPJZ2kGFdlbQu1qotZaHw
3,toycantando,25400000,,Colombia,,7600000,,@UC2xjgvWb9cx5F637XjsUNxw
4,Anuel AA,22200000,1.3,Colombia,,6700000,,@UCRI7hheejBbWS6etTNwMT0g
5,Camilo,15300000,,Colombia,,4600000,,@UCw0aKHSGFGyrnMeVnHeYMyw
6,Lulu99,12100000,,Colombia,,3600000,,@UCCyCcRlr_NRDP-JFAhBxq1g
7,MrStiven Tc,9800000,,Colombia,,2900000,,@UCwq-AEFGSdkSTeqcnBsgSlQ
8,Pautips,9000000,,Colombia,,2700000,,@UCiLARavvxPYccbXCPNbwGGQ
9,Sofia Castro,9000000,0.5,Colombia,,2700000,,@UCBdBf2Eh24nM5PJyM2sdFPg
10,MTZ Manuel Turizo,8700000,,Colombia,,2600000,,@UC5Jn-9jqrVvKm9Hx0WW8Pgw
11,Amara Que Linda,8500000,,Colombia,,2600000,,@UChq_qmwRxTMgmggitRTiIEA
12,Kika Nieto,7900000,0.2,Colombia,,2400000,,@UC67qfftymkxZk_3aWOklaaA
13,Calle y Poché,7500000,1.0,Colombia,,2300000,,@UC-BZEmUUUIXmD1CgkWACVyQ
14,Piso 21,7500000,,Colombia,,2200000,,@UCEFNzT2RoVqGkV4e3Osyx4A
15,8D TUNES,7200000,,Colombia,,2200000,,@UCrRpYEytIHGyDgNWO6VbHlQ
16,FlexVega,7000000,1.5,Colombia,,2100000,,@UCzzJ6gx-RPibuPbTCyHy51w
17,Paulettee,6900000,0.1,Colombia,,2100000,,@UCV_64Emay6e8d-pHYGQaWbA
18,Caracol Televisión,6900000,,Colombia,,2100000,,@UCcpE1fmG2qBZatj28bak2ng
19,Canal RCN,6800000,,Colombia,,2000000,,@UCSCAJJ1RJ4rfRTVW4gjYTpQ
20,Cuentos y Canciones Infantiles,6600000,,Colombia,,2000000,,@UCfG8Gc1JjarMcPFNLjIuBKw
21,Fausto Murillo,6200000,,Colombia,,1900000,,@UCbVNBFaRkgL-6kg92q1fsYw
22,Go Ami Go!,6200000,0.2,Colombia,,1900000,,@UCp4Fk7Xy_wYq8sFKcKNrQCA
23,The Voice Kids Colombia,6000000,,Colombia,,1800000,,@UCpS_1IwmQd_f2AmTSBIqnyw
24,Carlos Vives,5700000,,Colombia,,1700000,,@UCcoTDF00osWsjkiO3eC9viw
25,100%JC,5600000,,Colombia,,1700000,,@UCKNaHR0S6SES9qgsD3AhR-A
26,SORPRENDENTE,5400000,0.1,Colombia,,1600000,,@UCqo103ltx_rUXCqJhpoF1Qw
27,Mundo Canticuentos,5300000,,Colombia,,1600000,,@UCfasN8yPGTweEGtC_WK7O2Q
28,Noticias Caracol,5200000,,Colombia,,1600000,,@UC2Xq2PK-got3Rtz9ZJ32hLQ
29,JeanCarlo León,5100000,,Colombia,,1500000,,@UC9l8dGTa6UMJfhHFj7ZugLQ
30,PANDA,4900000,,Colombia,,1500000,,@UCidiEXdWtuFT6DH3RYiUs3w
31,julioprofe,4800000,,Colombia,,1400000,,@UCIkCzk3ezlAxX5r2OFlHLaQ
32,Javier Ramirez,4800000,,Colombia,,1400000,,@UCJufShm_lek_NjinsoRwvnQ
33,Libardo Isaza,4200000,1.5,Colombia,,1300000,,@UC0qE-Iq_PEYCYyKJAnBEeHg
34,Yokoi Kenji Diaz,4000000,,Colombia,,1200000,,@UCGeCSS6g1D7rv2LppDXcAdg
35,Nanpa Basico Oficial,3700000,,Colombia,,1100000,,@UC4Boh-JJrLC60ZiNTaSwAxA
36,Mario Ruiz,3600000,0.1,Colombia,,1100000,,@UCshS74b7n8wVEREIqrMmlEg
37,Sophie Giraldo,3400000,,Colombia,,1000000,,@UCHuXsb-S_iar6HipS_pzEeQ
38,KapitalMusicTv,3300000,0.1,Colombia,,1000000,,@UCu-qQNeaTJpbWB-NayPsABg
39,Frank Jr. Navarro,3100000,3.1,Colombia,,933000,,@UCP0lDkVPjT3fAxvKNO5oLNg
40,Tops Y Misterios,3000000,,Colombia,,903000,,@UC3jLoYJEB5oDreCRhkMkPAA
41,ELpeluca XD,3000000,0.3,Colombia,,888000,,@UCcxItMkOHx0c6pgTaRX8Q8g
42,BrosNacion,2800000,0.9,Colombia,,846000,,@UC_jirlXCNqUBaARzja50y8Q
43,Flow Urban,2800000,,Colombia,Music,843000,Music,@flowurbanmusic
44,Juanes,2800000,,Colombia,,834000,,@UC5sQe-dDsoobC6TRokL7SMQ
45,Consejero Espiritual,2700000,,Colombia,,819000,,@UCqIZCncVSY9U77WB3T1vfyA
46,Jonatan Clay,2700000,,Colombia,,795000,,@UCR-ZXezvsDLUb-vLv95AQQg
47,MdeMatu,2600000,,Colombia,,786000,,@UCootdudxV2EbMHOlvtKeDAg
48,Yo creo en Dios,2600000,,Colombia,,765000,,@UCVlSHowGJjtQ-38HmV5RuZQ
49,Bianki Place,2500000,,Colombia,,762000,,@biankiplace
50,JORPA _17,2500000,,Colombia,,744000,,@UCYGD-6F9QQduxtTrxHf7esQ
51,Farina,2500000,,Colombia,,744000,,@UCMSu01Lf2JW5mx6xFxg_IOA
52,Universal Camera,2400000,,Colombia,,732000,,@UCkY37g7U_rv1Z9cJ9vBBbpg
53,Yei Palmezano TV,2400000,0.1,Colombia,Celebrity News Pets Sports,717000,Sports,@UCNvCQAxMnleyftTuamTvIcw
54,LOS MONTAÑEROS,2400000,0.2,Colombia,,714000,,@UCDVLWX3UZcwPeSjL9EPIuCw
55,In the Hands of the Master,2400000,,Colombia,,708000,,@UCLX4YJ6mCkC1RfDrTACgDow
56,Telepurte,2300000,8.2,Colombia,,702000,,@UCkDtCKtPKlsg-gJO_m5D0mQ
57,Paisa,2300000,,Colombia,,696000,,@UCU6d_JGCzyMRfxK9HB9n6xg
58,Santimaye,2300000,0.3,Colombia,,696000,,@UCZ8143gmMg2TV_FMAGSGfGQ
59,El Lugar de Su Presencia,2300000,,Colombia,,690000,,@UCgdpiakw3lGkW27tSwptAow
60,Alexy,2300000,0.4,Colombia,,684000,,@alexyyt
61,Nicolas Arrieta,2300000,0.3,Colombia,,675000,,@UC6JmylROoAz_plJVhAV1w4g
62,Francisco Ochoa Inglés Fácil | Pacho8a Inglés,2200000,,Colombia,,669000,,@UCTplas1aEhuhBLFYpxr299g
63,✨ BOTONET ✨,2200000,0.4,Colombia,,666000,,@UCdP03tbrVRJmPwiCZgXVeAw
64,Laura Mejia,2200000,0.1,Colombia,,657000,,@UCQfVsY9DKzUSQGwJgTMM2og
65,Dshanto,2100000,,Colombia,,639000,,@UCKPzZkDPGHWSwUm95hmodDQ
66,BrithOficial,2100000,,Colombia,,627000,,@UClVydcoA75jrvi4BqVRhnFw
67,Jonfer y Valentina ceron,2100000,,Colombia,,627000,,@UCd65uDJtsvM-ooowCjNljmw
68,Isaac Diaz,2100000,,Colombia,,627000,,@UC6sPpXd9Vw24v8T_HNUtlug
69,You Ocio,2100000,,Colombia,,627000,,@UCubJT8UQhC2ePrM5voleykg
70,Revista Semana,2100000,,Colombia,,624000,,@UC4oQAvXFuNlKivYjUynQKTA
71,Maqui015 ♥,2100000,,Colombia,,621000,,@UCoyVkFW7eStCozHQYYD173w
72,Mateo22 HD,2000000,0.9,Colombia,,615000,,@UC0Qq02Ork4a7fCi0E5R3MYw
73,Kale Anders,2000000,0.1,Colombia,,615000,,@UCnAVhqqs5WWwWoWNmVb0Mjw
74,EDWIN DIAZTO,2000000,,Colombia,,606000,,@UCn9deHQ_cn2bZ3QGHHxHVnw
75,LosZens - Free Fire & Más,2000000,0.2,Colombia,,600000,,@UCI2TwjYc-Nmz-SuAq88jfEg
76,Kevin Voltro,2000000,0.4,Colombia,,600000,,@UCdL1OBbh-XtlItEEPHZtOlw
77,Amazing Changes,2000000,,Colombia,,594000,,@UCOwZvwuHmDUjavwr5hIsT_w
78,Mike Bahia,1900000,0.2,Colombia,,579000,,@UC-znDds1f3RWJM3S2VKcI-w
79,Jhonny Rivera,1900000,5.9,Colombia,,561000,,@UCgHLtBLEJvYqFAvrhublASA
80,Diomedes Díaz Oficial,1900000,,Colombia,,558000,,@UCV4Qve3017lpWCR27qfxH5A
